S.No.,User,Rating,Review_summary,Customer_info,Date,Upvote,Downvote,Review_detail
4711,Pawandeep  Singh,5,Perfect product!,"Certified Buyer, Gurgaon",Pawandeep  Singh,0,0,Good
4712,Md.sultan Hossain Ahamed,4,Very Good,"Certified Buyer, Tufanganj",Md.sultan Hossain Ahamed,0,0,Only for brand valueNothing special 👍🏿
4713,MANIRATHNAM OFFICIAL,5,Super!,"Certified Buyer, Edappadi",MANIRATHNAM OFFICIAL,0,0,Very good
4714,Chander Mohan,5,Worth every penny,"Certified Buyer, Jaito",Chander Mohan,0,0,Good
4715,Dodiya  Balvantsinh,1,Not recommended at all,"Certified Buyer, Dhrangadhra",Dodiya  Balvantsinh,0,1,Charging shocket issue arrive
4716,Sainesh  Wakdikar ,4,Very Good,"Certified Buyer, Navi Mumbai",Sainesh  Wakdikar ,0,0,"Very nice product,Quality,feeling."
4717,Aswin R,4,Wonderful,"Certified Buyer, Chennai",Aswin R,0,0,Looks Good
4718,Shubham kumar,5,Fabulous!,"Certified Buyer, Bangalore",Shubham kumar,0,0,Awesome
4719,Chintan Parasiya,5,Brilliant,"Certified Buyer, Pune",Chintan Parasiya,0,0,Nice product
4720,Satyabrata Mahabhoi,5,Brilliant,"Certified Buyer, Sambalpur",Satyabrata Mahabhoi,0,0,My dream. Love it
4721,Flipkart Customer,3,Nice,"Certified Buyer, Ratia",Flipkart Customer,0,0,Good 👍😊
4722,Flipkart Customer,5,Awesome,"Certified Buyer, Ratia",Flipkart Customer,0,0,Good 💯😊
4723,G K Gowda,1,Waste of money!,"Certified Buyer, Hosapete",G K Gowda,0,0,Worst product supply
4724,Flipkart Customer,5,Terrific purchase,"Certified Buyer, Aligarh",Flipkart Customer,0,0,Thank you so much flipkark team..😊
4725,Ujjwal Kumar,5,Must buy!,"Certified Buyer, Kota",Ujjwal Kumar,0,0,Superbbb experience
4726,Mukesh Kumar,5,Must buy!,"Certified Buyer, Sambalpur",Mukesh Kumar,0,0,Awesome
4727,SrinivasaRao Ch,4,Good choice,"Certified Buyer, Hyderabad",SrinivasaRao Ch,0,0,I have every good experience
4728,Anish Singh,1,Don't waste your money,"Certified Buyer, Patna",Anish Singh,0,1,"Getting Extreme hot while using,My hard earn money  goes all in vain"
4729,Mr. Mahesh,5,Super!,"Certified Buyer, Hisar",Mr. Mahesh,0,0,Great product...
4730,Flipkart Customer,5,Terrific,"Certified Buyer, Fatwah",Flipkart Customer,0,0,Good 💯💯💯💯💯💯
4731,Flipkart Customer,5,Terrific,"Certified Buyer, Jaipur",Flipkart Customer,0,0,"Realy a good product, worth for money"
4732,Jitendra Katiyar,5,Worth every penny,"Certified Buyer, Jaipur",Jitendra Katiyar,0,0,Excellent phone. Of course it is iPhone and has to be meticulous performance
4733,Anup sharma,5,Highly recommended,"Certified Buyer, Meerut",Anup sharma,0,0,such a powerful machine 🔥🔥🔥
4734,Flipkart Customer,5,Brilliant,"Certified Buyer, Lucknow",Flipkart Customer,0,0,Beautiful compact mobile
4735,Vimal Verma,5,Mind-blowing purchase,"Certified Buyer, Jaipur District",Vimal Verma,0,0,Good
4736,Praveen Singh,5,Excellent,"Certified Buyer, Varanasi",Praveen Singh,0,0,Its nice to capture photos and high battery performance
4737,THIRUNAVUKARASU Subramanian ,4,Really Nice,"Certified Buyer, Madurai",THIRUNAVUKARASU Subramanian ,0,0,BeVery Nice
4738,Nithin Jayaraj,4,Worth the money,"Certified Buyer, Vapi",Nithin Jayaraj,0,0,Good
4739,Ankur Kumar,5,Excellent,"Certified Buyer, Vadodara",Ankur Kumar,0,0,"The colours look good , the camera is awesome Just go for it"
4740,Flipkart Customer,5,Simply awesome,"Certified Buyer, Ganderbal",Flipkart Customer,0,0,Great 🤩
4741,shabram Nokhwal,5,Fabulous!,"Certified Buyer, Sirsa",shabram Nokhwal,0,0,Nice
4742,Flipkart Customer,1,Useless product,"Certified Buyer, Haridwar",Flipkart Customer,0,0,Very poor quality 😢
4743,Uma Mageshwaran S,5,Wonderful,"Certified Buyer, Chennai",Uma Mageshwaran S,0,0,"Highly recommendable Model in iphones.Awesome Model. It's Performance is too good as iPhone users usually express.  Mobile reception is good. Build Quality is better than other Brands. Quick Charge and Last for more than 30 hours [one and half day's] easily with normal usage which includes Calls, Social Media's, Maps while driving around 2+1 hours. For me it remains 60% End of the day around 10 pm."
4744,Yogendra Singh ,5,Terrific,"Certified Buyer, New Delhi",Yogendra Singh ,0,0,Fully Satisfied
4745,Gurunath Pattar,5,Worth every penny,"Certified Buyer, Hubballi",Gurunath Pattar,0,0,"Great phone with great performance , great camera, average battery backup"
4746,Yogendra Singh ,5,Just wow!,"Certified Buyer, Noida",Yogendra Singh ,0,0,"I am fully satisfied with this product, camera awasome, good bettery backup"
4747,Priyanshu Singh,5,Wonderful,"Certified Buyer, Muzaffarpur",Priyanshu Singh,0,0,Look amezing premium fell better than iPhone 13 battery life is awesome
4748,Ankit Singh,5,Just wow!,"Certified Buyer, Gurugram",Ankit Singh,0,0,Great
4749,Laddi Gujjar,5,Excellent,"Certified Buyer, Moonak",Laddi Gujjar,0,0,Look good
4750,sameer soni,5,Worth every penny,"Certified Buyer, Rajkot",sameer soni,0,0,Best Phone Under this prize grate camera grate performance nice design unbeatable phone any other phones mostly recommend buy this💥💰✨
4751,Ram  Kumar,5,Excellent,"Certified Buyer, Faridabad",Ram  Kumar,0,0,Nice
4752,Devilal Pashi,5,Just wow!,"Certified Buyer, Ranchi",Devilal Pashi,0,0,NICE PRODUCT
4753,Milind Customer,5,Excellent,"Certified Buyer, Pune",Milind Customer,0,0,Got Genuine Brand manufacture I phone 14
4754,Bhele Shivakumar,3,Just okay,"Certified Buyer, Hyderabad",Bhele Shivakumar,0,0,Battery is not good
4755,Deepak Arya,5,Simply awesome,"Certified Buyer, Fatehpur",Deepak Arya,0,0,nice
4756,Akash  BANERJEE,5,Classy product,"Certified Buyer, Kalyan",Akash  BANERJEE,0,0,BEST
4757,Shiva sankar sahu,4,Delightful,"Certified Buyer, Ganjam District",Shiva sankar sahu,0,0,Camera is okay
4758,Prashant Kumar,5,Perfect product!,"Certified Buyer, Meerut",Prashant Kumar,0,0,Amazing phone
4759,Mihir Bhai,5,Classy product,"Certified Buyer, Sanquelim",Mihir Bhai,0,0,"Phone is awesome in every way be it display, camera, performance, software support, build quality and battery backup, a true flagship in every way, any android user switching to iPhone will also find it easy to migrate."
4760,Neeraj Sharma,4,Good quality product,"Certified Buyer, Nashik",Neeraj Sharma,0,0,Good phone. No complaints. build quality is not as good as iPhone 12 but no complaints.Feels premium in hand.However at this price point it should have atleast a 90Hz display.
4761,ViPuL sAiNi,4,Nice product,"Certified Buyer, Haridwar",ViPuL sAiNi,0,0,Outstanding performance and wonder camera 😍
4762,Sanjiv  Yadav,5,Terrific,"Certified Buyer, Mumbai",Sanjiv  Yadav,0,0,Getting in cheaper price thx Flipkart
4763,Ishwar  Patil,5,Fabulous!,"Certified Buyer, Mumbai",Ishwar  Patil,0,0,Nice product 😄
4764,Vikas Singh,5,Fabulous!,"Certified Buyer, Bithoor",Vikas Singh,0,0,So cool 👍😎
4765,srikanthreddy Vippala,4,Good quality product,"Certified Buyer, Hyderabad",srikanthreddy Vippala,0,0,Product is good
4766,Rutvik Parmar,5,Awesome,"Certified Buyer, Vadodara",Rutvik Parmar,0,1,Best phone
4767,DEVKARAN S. JOSHI,5,Great product,"Certified Buyer, Sri Ganganagar",DEVKARAN S. JOSHI,0,0,Mind-blowing
4768,Nagasundar A B,5,Terrific,"Certified Buyer, Mysuru",Nagasundar A B,0,0,Good one
4769,Irshad  Ansari,5,Brilliant,"Certified Buyer, Nadiad",Irshad  Ansari,0,0,I.m happy
4770,Md nishad,5,Awesome,"Certified Buyer, Mhow",Md nishad,0,0,Nice product...
4771,Rup Pathak,5,Just wow!,"Certified Buyer, Guwahati",Rup Pathak,0,1,Nice
4772,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Hyderabad",Flipkart Customer,0,0,Good products
4773,VIVEK SHARMA,4,Very Good,"Certified Buyer, New Delhi",VIVEK SHARMA,0,0,"Phone is good overall experience is also wonderfull.But I am a Android user for long time.So,it's pretty difficult to use iPhone but I loved it.All rounder phone."
4774,Vinod kumar Choudhary,4,Wonderful,"Certified Buyer, Sasaram",Vinod kumar Choudhary,0,0,Wow 😍😍😍
4775,jai kumar,5,Classy product,"Certified Buyer, Vizag",jai kumar,0,0,Simple superb!!
4776,Chanthu C,5,Terrific,"Certified Buyer, Pathankot",Chanthu C,0,0,Amazing
4777,Pratham Prakash Dwivedi,5,Excellent,"Certified Buyer, Bithoor",Pratham Prakash Dwivedi,0,0,Best value 💯
4778,Flipkart Customer,5,Simply awesome,"Certified Buyer, Ghaziabad",Flipkart Customer,0,0,Thanku flipkart
4779,Mohd Adnan,5,Classy product,"Certified Buyer, Kanpur Nagar",Mohd Adnan,0,0,Amazing phone i loved it❤️ now I understand why iphone is more expensive than android
4780,Aman Rajak ,5,Just wow!,"Certified Buyer, Chakan",Aman Rajak ,0,0,"Great but not extra thing to spend lot of money on it, performance is opDisplay goodCamera opBut this type of performance you got on android flagship.If you need tha Apple logo then you go for it."
4781,saurav  kumar,5,Terrific,"Certified Buyer, New Delhi",saurav  kumar,0,0,Must buy!
4782,Rekha Yadav,5,Wonderful,"Certified Buyer, Faizabad Mahendragarh District",Rekha Yadav,0,0,Good
4783,Juthika biswas,5,Perfect product!,"Certified Buyer, Hojai",Juthika biswas,0,0,Love
4784,Joysa Tripura,4,Good choice,"Certified Buyer, Bengaluru",Joysa Tripura,0,0,Good product
4785,Neetesh Rawat,5,Terrific purchase,"Certified Buyer, Gwalior",Neetesh Rawat,0,0,Ys varry different other android mobile
4786,Md shahanshah,4,Worth the money,"Certified Buyer, Lalganj",Md shahanshah,0,0,Overall phone is best ❤️
4787,pavan patil,5,Awesome,"Certified Buyer, Pune",pavan patil,0,0,Excellent
4788,Pankaj Sengar,5,Wonderful,"Certified Buyer, Faridabad",Pankaj Sengar,0,0,Excellent 👍🤫
4789,Suraj Singh,5,Just wow!,"Certified Buyer, Bachhrawan",Suraj Singh,0,0,One of the bast camera and bast performance and one of the best bgmi performances 😍😍🥰🥰🥰😍😌
4790,Flipkart Customer,4,Very Good,"Certified Buyer, Ghaziabad",Flipkart Customer,0,0,The product is awesome it gives a great feel the display and camera are brilliant
4791,Ajay Katti,5,Brilliant,"Certified Buyer, Shrigonda",Ajay Katti,0,0,It is a very good product
4792,Adarsh Ray,5,Brilliant,"Certified Buyer, Sambalpur",Adarsh Ray,0,0,Battery is normal But Display and Camera Absolute Awesome.
4793,Rushikesh Jagtap,5,Awesome,"Certified Buyer, Vita",Rushikesh Jagtap,0,0,Product was very nice
4794,Ishan Khan,5,Mind-blowing purchase,"Certified Buyer, Gola Gokaran Nath",Ishan Khan,0,0,Nice deal Flipkart
4795,Rahulkrishna  .,4,Very Good,"Certified Buyer, Coimbatore",Rahulkrishna  .,0,0,Good
4796,Ronak Agarwal,5,Great product,"Certified Buyer, Siliguri",Ronak Agarwal,0,0,Very good
4797,Flipkart Customer,5,Awesome,"Certified Buyer, Purba Champaran District",Flipkart Customer,0,0,Simply awesome 😎💥❣️
4798,Amlan  Dutta,5,Must buy!,"Certified Buyer, Barasat",Amlan  Dutta,0,0,Nothing to write specifically. Already an established product. Can be bought with closed eyes.
4799,Tanya Singh,4,Very Good,"Certified Buyer, Kanpur",Tanya Singh,0,0,However it's a good product.!!
4800,Flipkart Customer,5,Brilliant,"Certified Buyer, Upper Tadong",Flipkart Customer,0,0,Good
4801,Krunal Unadkat,5,Simply awesome,"Certified Buyer, Ahmedabad",Krunal Unadkat,0,0,Just a single problem that is slow charging speed otherwise everything is perfect
4802,AKARSH S,5,Mind-blowing purchase,"Certified Buyer, Mangaluru",AKARSH S,0,0,SUPERB
4803,ABHISHEK  TOMAR ,5,Terrific,"Certified Buyer, New Delhi",ABHISHEK  TOMAR ,0,0,Awesome phone loved it
4804,Nikhil  Bhartiya ,5,Perfect product!,"Certified Buyer, Balotra",Nikhil  Bhartiya ,0,0,Very good deal
4805,Aresh Longjam,4,Delightful,"Certified Buyer, New Delhi",Aresh Longjam,0,0,Feels smooth not much difference to iphone 13
4806,Aresh Longjam,4,Pretty good,"Certified Buyer, New Delhi",Aresh Longjam,0,0,Same as iphone 13 !
4807,Shanu Kumar,5,Highly recommended,"Certified Buyer, Madhepura",Shanu Kumar,0,0,Thank you flipkart for awesome product and fast delivery......
4808,Shravan Jaiswal,5,Wonderful,"Certified Buyer, Mumbai",Shravan Jaiswal,0,0,I love this product
4809,Ranganath  Wagh,5,Awesome,"Certified Buyer, Pune Division",Ranganath  Wagh,0,0,Good
4810,Yamini snya,4,Good choice,"Certified Buyer, Bengaluru",Yamini snya,0,0,Simply good
4811,irfan  inamdar,5,Awesome,"Certified Buyer, Pune",irfan  inamdar,0,0,Loved it ☺️
4812,Ejaz  Ahmed,5,Terrific purchase,"Certified Buyer, Kolkata",Ejaz  Ahmed,0,0,Amazing got what was expected !
4813,Mayuresh  Shedge,3,Does the job,"Certified Buyer, Pune",Mayuresh  Shedge,0,0,"The best phone i have ever used in my life, ios 17 update is cool, with many new features"
4814,Sushil Tripura ,5,Great product,"Certified Buyer, Agartala",Sushil Tripura ,0,0,All rounder best phone👌
4815,Sai Kiran,5,Worth every penny,"Certified Buyer, Visakhapatnam",Sai Kiran,0,0,Perfect for photography. Suggesting to buy only in sale period.
4816,Shobhit Gupta,4,Really Nice,"Certified Buyer, Lucknow",Shobhit Gupta,0,0,Color and size is best
4817,Mona Meshram,5,Wonderful,"Certified Buyer, Nagpur",Mona Meshram,0,0,Best  in best price 🩵❤️❤️❤️❤️thank you flipkart
4818,ashik hussain,5,Excellent,"Certified Buyer, Chennai",ashik hussain,0,0,Good
4819,ashik hussain,5,Highly recommended,"Certified Buyer, Chennai",ashik hussain,0,0,Good
4820,Flipkart Customer,5,Classy product,"Certified Buyer, Mahesana District",Flipkart Customer,0,0,Product is good. Delivered before time.
4821,Ansh raj  Singh,5,Worth every penny,"Certified Buyer, Pratapgarh District",Ansh raj  Singh,0,0,Best in market
4822,Flipkart Customer,5,Highly recommended,"Certified Buyer, Vasai Virar",Flipkart Customer,0,0,Very good best 👍
4823,Manpreet  Kaur,5,Excellent,"Certified Buyer, New Delhi",Manpreet  Kaur,0,0,Great
4824,Vivek Raman,5,Fabulous!,"Certified Buyer, Meerut",Vivek Raman,0,0,Good
4825,Pankaj Lomte,4,Good quality product,"Certified Buyer, Amravati",Pankaj Lomte,0,0,Nice phone i
4826,Malladi  Lokesh,5,Brilliant,"Certified Buyer, Khammam",Malladi  Lokesh,0,0,Nice
4827,Flipkart Customer,5,Terrific,"Certified Buyer, Darbhanga",Flipkart Customer,0,0,Best camera
4828,Flipkart Customer,5,Fabulous!,"Certified Buyer, Chennai",Flipkart Customer,0,0,Good
4829,pratik humane,5,Super!,"Certified Buyer, Kalyan",pratik humane,0,0,Loved it but...
4830,Rakesh  Sasmal,5,Perfect product!,"Certified Buyer, Mumbai",Rakesh  Sasmal,0,0,Overall Good ios
4831,Flipkart Customer,5,Highly recommended,"Certified Buyer, Belagavi",Flipkart Customer,0,0,Great phone
4832,SONU SANGWAN,5,Awesome,"Certified Buyer, Modinagar",SONU SANGWAN,0,0,Good phone meerut Sonu sangwan
4833,Lokesh Reddy,5,Best in the market!,"Certified Buyer, Chikkaballapura District",Lokesh Reddy,0,0,Super worth for money
4834,Malaya Chouhan,5,Awesome,"Certified Buyer, Kantabanji",Malaya Chouhan,0,0,Go for it
4835,Raghav Maheshwari,5,Brilliant,"Certified Buyer, Adampur",Raghav Maheshwari,0,0,Excellent
4836,Raghav Maheshwari,5,Great product,"Certified Buyer, Adampur",Raghav Maheshwari,0,0,Excellent
4837,Chetan Chauhan,5,Super!,"Certified Buyer, Handiaya",Chetan Chauhan,0,0,Best phone in all model of iPhone
4838,MADHU KUMAR,5,Wonderful,"Certified Buyer, Bengaluru",MADHU KUMAR,0,0,Got on A perfect deal and loving it.!
4839,Manoj Pal,5,Worth every penny,"Certified Buyer, Nanakaramguda",Manoj Pal,0,0,Just WOW product
4840,pushpendrasinh  sisodiya,5,Must buy!,"Certified Buyer, Ahmedabad",pushpendrasinh  sisodiya,0,0,Nice phon
4841,Flipkart Customer,1,Waste of money!,"Certified Buyer, Gorakhpur",Flipkart Customer,0,0,never buy i phone with flipcard
4842,Vikram Singh Choudhary,3,Good,"Certified Buyer, Ahmedabad",Vikram Singh Choudhary,0,0,"Product is awesome...Very bad delivery speed,"
4843,Atul Vishwakarma,5,Brilliant,"Certified Buyer, Bina",Atul Vishwakarma,0,0,Great
4844,Subhrajit  Choudhury,5,Just okay,"Certified Buyer, Jajapur",Subhrajit  Choudhury,0,0,Best mobile phone
4845,Divyan Tailor,5,Simply awesome,"Certified Buyer, Bhilwara",Divyan Tailor,0,0,Good One
4846,Abhimanyu Kumar,5,Super!,"Certified Buyer, Greater Noida",Abhimanyu Kumar,0,0,Good to go guys.
4847,abhishek singh,5,Brilliant,"Certified Buyer, Pratapgarh District",abhishek singh,0,0,Awesome camera i am very happy
4848,Priya Gupta,4,Wonderful,"Certified Buyer, Jamshedpur",Priya Gupta,0,0,Its a good purchase.
4849,Krishna Dube,4,Very Good,"Certified Buyer, Kolhapur",Krishna Dube,0,0,Nice Experience
4850,Moin Saifi,5,Excellent,"Certified Buyer, New Delhi",Moin Saifi,0,0,Apple is apple we are happy for getting very low price thanks flipkart
4851,Bharath,5,Fabulous!,"Certified Buyer, Bagalkot",Bharath,0,0,Literally loving my siri
4852,Ranjit Kumar,5,Terrific purchase,"Certified Buyer, Patna District",Ranjit Kumar,0,0,Very good excellent original India manufacturing i am happy
4853,Kanna Mudhiraj ,5,Excellent,"Certified Buyer, Karimnagar",Kanna Mudhiraj ,0,0,Excellent mobile
4854,Flipkart Customer,5,Wonderful,"Certified Buyer, Uttar Bagdogra",Flipkart Customer,0,0,Good purchase
4855,Saleem Malik,5,Simply awesome,"Certified Buyer, Jammu",Saleem Malik,0,0,I love this performance and design
4856,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, New Delhi",Flipkart Customer,0,0,Good product 👌🏻
4857,Ruma  Halder,1,Not recommended at all,"Certified Buyer, Kolkata",Ruma  Halder,0,0,Very bad experience of battery
4858,Faisal sheikh,5,Classy product,"Certified Buyer, Jaipur",Faisal sheikh,0,0,Worth it
4859,MOHAMMAD IMRAN,5,Best in the market!,"Certified Buyer, Mau",MOHAMMAD IMRAN,0,0,BEST PRODUCT IN THE MARKET.I LOVE IPHONE14.THANKS AGAIN FLIPKART AND ALL TEAM..
4860,Ankit Sahu,5,Simply awesome,"Certified Buyer, Gurugram",Ankit Sahu,0,0,very nice
4861,shiv shekhar,5,Just wow!,"Certified Buyer, Singrauli",shiv shekhar,0,0,The beast
4862,Anand  Gupta,5,Excellent,"Certified Buyer, Pune",Anand  Gupta,0,0,Great product
4863,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Hyderabad",Flipkart Customer,0,0,Good performance
4864,Akash Sonawane,5,Just wow!,"Certified Buyer, Nashik",Akash Sonawane,0,0,Must buy
4865,Shashank Bansal,5,Simply awesome,"Certified Buyer, Bhiwani",Shashank Bansal,0,0,Awesome....
4866,MD SHARIB HUSSAIN,5,Super!,"Certified Buyer, Patna",MD SHARIB HUSSAIN,0,0,Awesome ... 💥🎉
4867,Shashi Rao,5,Excellent,"Certified Buyer, Patiala",Shashi Rao,0,0,All good
4868,Shaik Aiz,5,Terrific purchase,"Certified Buyer, Aizawl",Shaik Aiz,0,0,Best phone in the world
4869,Priyanka Behera,5,Terrific purchase,"Certified Buyer, Balangir",Priyanka Behera,0,0,Best
4870,Amit Gautam,3,Good,"Certified Buyer, Mumbai",Amit Gautam,0,2,Battery heats too much
4871,Vikash Tripathi,5,Just wow!,"Certified Buyer, Indore",Vikash Tripathi,0,0,Too Good Product
4872,Hanuman  Sahu,5,Perfect product!,"Certified Buyer, Banda District",Hanuman  Sahu,0,0,Nice
4873,Hanuman  Sahu,5,Fabulous!,"Certified Buyer, Banda District",Hanuman  Sahu,0,0,Nice
4874,Hanuman  Sahu,5,Worth every penny,"Certified Buyer, Banda",Hanuman  Sahu,0,0,Nice
4875,Vikram Kumar yadav,5,Super!,"Certified Buyer, Katihar",Vikram Kumar yadav,0,0,Iphone is iphone...❤️❤️
4876,Komal Kataria,5,Awesome,"Certified Buyer, Ghaziabad",Komal Kataria,0,0,Very nice product
